天干1,地支1,天干2,地支2,天干3,地支3,天干4,地支4,性别,合并,AI评分,评语
5,11,6,8,10,12,4,6,2,坤戊戌己未癸亥丁巳,1,这是在某手刷到直播，屏幕上显示命盘，里面好像好几个人在断。这是女孩父亲来问，让看看这盘怎样，官杀重，财旺，水弱，各种术语，没有结论。我断心脑血管病，男子反馈是血液病。我断是白血病，反馈差不多，是再生性贫血。小女孩23年脸色发白，乏力，24年变严重，去医院确诊再生性贫血，目前租在外面，财生官杀旺，家境贫。目前吃中药，有人给断风水，北方有铁架，有水。男子反馈没有，说要祖宅的房子，我准备退了，于心不忍，讲了句，是病好好治疗。后面男子会不会改风水，我不知道，这不是我能改变。下面有断疾病寿元的案例，可以参考：坤造：戊戌?己未?癸亥?丁巳（空子丑）胎元：庚戌??命宫：丙辰大运：戊午9?丁巳?丙辰?乙卯?甲寅癸亥日元生己未月，七杀当令月上透七杀，年上戊戌，官杀在年月时见强根，时上丁巳，丁火在未月是阴刃，财生官重，财官统局，日元只能弃命从杀，才能有活路。癸亥日元自座劫财，巳亥冲克财，对抗财官。日空子丑，禄元逢空，大凶之造。其父问此女怎样？答：心脑血液之病，反馈是再生性贫血。8岁女童的盘，这个年纪没有多大的喜事，而盘面我一打眼，是大凶。病在巳亥冲，心脑血液，而命局生机全无，断白血病。这种病，有钱有可能治疗，那么此造家境怎样？喜印印在戌中，未戌刑，印坏。印是生身之本，忌财，一路往南方财地，家境必然贫困。戊午运，戊从巳中透座刃，财中透的官，家中必然无力出钱治病，官杀是什么？是土而土埋万物，是墓。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
6,10,4,4,4,10,7,1,1,乾己酉丁卯丁酉庚子,1,这是一手案例，命主本人现在精神有问题。当时反馈后，我断了火灾流年，要问命主本人，没有答案。从3月16日，一直跟进到3月28日，得到明确答案。可见学习研究命理，要坚持不懈，这世间可能有极少数天才，但是绝大多数，都是通过自己努力钻研，实践总结，小心求证才能取得成功。我没有断出破产，大运没有算对，有对有错，这才是正常，世间无神。如果有所谓全能算对的神，一定是骗子。如古镇一嘴之流，错了改时辰，改日子。命主主要信息：家境很好，癸亥运发家，壬戌运丁酉年火灾，塑料工厂烧完，五千万清零，从此精神不正常。人生起落案例：先破财400万再赚600万，地支双冲大起大落五百万投资亏损，断后三年的反馈女带伤官福不全，夫亡子亡发千万从财格发财亿万富翁，大运流年生扶溺水亡。女车模不堪回首嫁老富，二柱算命盲派象法乾造：己酉?丁卯?丁酉?庚子（空辰巳）胎元：己未??命宫：丙寅大运：丙寅6?乙丑?甲子?癸亥?壬戌??辛酉庚申丁酉日元生丁卯月，印星当令月上透比劫，年上己酉食神生财，时上庚子，本来月上比劫制财，不巧被年食泄。地支双酉冲卯，印虽当令，比劫无根，印不强。相对而言，财星很强。初运东方印地，生身克财，印为生身之本，家境很好。癸亥运七杀透，克比劫，财无制。断起伏不定，实际上，亥卯会印，官杀化财生印，开始发家。壬戌运，戌是比劫库，穿财制财，断甲午年发大财。按反馈看，丁酉年失火败，之前几年，财运会很好。壬戌运丁壬合，卯戌合，丁卯被合，喜用被合绊破产。丁酉年，丁壬合，比劫被制，酉财旺冲卯，印坏印是产业工厂，失火财产化火灰烬。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
7,5,8,6,7,5,1,9,1,乾庚辰辛巳庚辰甲申,2,大龙盲派八字实战打擂群，全是每个老师身边的一手八字，由群里易友轮流出，打擂当天晚上由出题老师直接反馈，答案只有出题老师自己知道。上榜的老师，剖析易理，分享经验。此造是遇玄老师提供的一手案例，感谢遇玄老师值班反馈及时，下面是主要反馈：按照遇玄老师反馈，这个盘前事很少有人断对，我侥幸全断对。实际我们群里，每年打擂全对，大约只有五六次，在其它地方，有时一次七八个满分的，你们自己品。乾造：庚辰?辛巳?庚辰?甲申（申酉巳）胎元：壬申??命宫：己卯大运：壬午5?癸未?甲申?乙酉?丙戌?丁亥?戊子?己丑庚辰日元生辛巳月，七杀当令月上透比劫，年上庚辰，天干比劫一片克财。地支杀印相生，座印时上甲申，日禄归时有根，巳申合杀，天干地支都是制财化杀。命盘清奇，胎元壬申见禄，在娘胎开始享福。打擂时好多老师层次断温饱，并且婚姻不好断，27岁正是当婚时，有没有婚姻？有没有子女？命书上讲年月比劫家境贫，而这盘恰恰相反，我们群里小康200万以上标准。为什么是小康？命盘杀印相生，杀星当令不宜财再旺，并且辛巳自合，羊刃架杀，比劫越强越富贵。家境断小康，反馈是小康。癸未运正是读书时，印来生身，癸伤官克未中官，生克有情，断本科。2019年己亥，财逢长生，申亥穿禄受伤，甲己合财坏印，有两个方面的事，财代表女人，失恋。印代表学业，这年不利学习。禄被穿坏，自己得病。2025乙巳年，乙庚合财，巳申合禄，是合贵。这年利业桃花，实际考研成功，谈女友。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
1,3,6,6,1,11,10,10,2,坤甲寅己巳甲戌癸酉,2,《算命》是徐童执导的纪录电影，于2009年在北京独立电影论坛上映。记录盲师厉百程孤独半生，40多岁的时候碰到石珍珠——她因为残障，在老家倍受虐待，两人从此开始一起生活；他们住在北方某个城乡结合地带，厉百程以替人算命维生。来找他算命的主顾常常是妓女，其中之一是唐小雁，女主角之一，自己开按摩店，有几个女服务员。因被拘留，徐童导演在09年花七万将她捞出来，而同意露脸出演。唐小雁找盲师厉百程算命，影片有她的八字，厉师讲她孤单命，要改名。后面将原名唐彩凤改成唐小雁，从此命运齿轮转运，从开按摩店到制片人，最终逆袭成为获得“真实人物奖”的制片人，完成了从社会底层到文化工作者的蜕变。唐小雁出生于东北，因为家里穷，初一辍学赚钱。17岁被强暴，1997年结婚，2004年离婚.2009年3月24日被拘留十五天。《算命》拍完后，成了徐童导演的制片人，2023年1月与徐导演结婚。之前有趣的女盘案例，有兴趣的可以参考：坤造：甲寅?己巳?甲戌?癸酉（空申酉）胎元：庚申??命宫：丙寅大运：戊辰10?丁卯?丙寅 ?乙丑甲子甲戌日元生己巳月，食神当令月上透财，年上甲寅，寅巳穿生食神，命局太燥。时上癸酉官生印，本可解燥，但月上财来克印。地支寅巳穿，酉戌穿全是相害，人生波动曲折大，充满变数，受磨难。初运戊辰，戊癸合财坏印，财越重体越弱，这步运因家境困难，初一辍学，挣钱补贴家用，应该是89年，己巳财旺坏印。夫宫是戌财，大运辰戌冲动夫宫，17岁91年，未刑戌，官透被强暴。丁卯运，卯戌合，丁从戌中透，结婚生子。丁丑年伤官生财结婚，辛巳年食神见根，生子。丙寅运，见禄透食，离婚，遇到厉师。厉师见她见禄透食伤，必然制官杀，断她孤单命。实际04年离婚，一直到22年丑月才结婚，单身18年，时也命也。命中时上癸酉，官印相生，印贴身生她，自己开了按摩店当老板。年上甲寅比劫，寅巳穿帮她生食，为她打工。穿是种伤害，后面被店员举报，己丑年拘留。丙寅运，丙化年上比劫，流年己丑，食神生财，比劫不能克财，财坏印犯官非。己丑运财来合身，徐童导演一直追她，到流年体旺时结婚，22年丑月官宣。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
3,1,2,8,5,7,9,1,2,坤丙子乙未戊午壬子,3,神仙难断子时命，子时位于两日交界，古人认为此时“阴极阳生，五行混沌”，《三命通会》记载“阴阳未判”导致气场特殊，属命理推算的临界状态。子时代表过去，现在，未来，气场混沌，有传承的命理门派，对子时有特别的解析。初学命理的易友，现在网络发达，分秒可以得到某些命理的解析，与易友探讨。不过同时也有问题，怎样分辨哪种解析是正确。今天是我看到某打擂群的反馈，反馈也没有错，命主出生的时间也对，但是命盘与反馈相悖，为什么？实际有两个群打擂，正常学命理三个月，会旺衰也能发现这个命盘是贫困，反馈是发富千万，是按反馈修正命理？还是坚持所学？之前发表的时辰相关案例，有兴趣的可以参考：?坤造：丙子?乙未?戊午?壬子（空子丑）胎元：丙戌?命宫：戊戌大运：甲午5?癸巳?壬辰?辛卯戊午日元生乙未月，官星座库，年上丙印透，化官生身，体旺喜财官，壬辰运能发千万？若是男命，运行西北才能发富。为什么时辰对，反馈也对，反馈与命盘不符合？这实际是晚子时，正确的排盘：坤造：丙子?乙未?丁巳?壬子（空子丑）胎元：丙戌?命宫：戊戌大运：甲午5?癸巳?壬辰?辛卯地支双杀，时上透官，丁壬合，合官，官生乙印，子未穿，乙未都是克食神，命不见财，官当财看，发大财。戊午日，是克财重，丁巳日，是官合身，官也强，差一日，完全不一样。壬辰运，壬克丙，乙木进气克未，命局丁壬合应期，开始发财。从22年壬寅，印旺的时候开始。各位易友有时间思考下，这财能长久？子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
3,7,2,8,3,1,7,3,1,乾丙午乙未丙子庚寅,2,这是后来看到的反馈，比较特殊，人生波动大，好的时候一年可以发2亿，不好的时候，一年可以破财一亿，连续三年破财3亿。这种案例很有价值，发出来大家学习。同样伤官配印，可以发贵，可以发财，其中组合配置很关键。伤官配印?是指:日主身弱而伤官旺强，配印星生助日主同时克制伤官。印星代表修养，克制，规则来驾驭伤官的才华与另类锋芒，实现?德才兼备，达到平衡。核心成格条件：1、???日主身弱?：日主身弱但不从，见比劫最好。2、伤官旺强?：伤官要当令强旺，月令或成局成势，代表才华与能量充沛。印星有根?：印星必须有根，见财财有制不能坏印。人生起落案例：财坏印，五千万大火烧尽先破财400万再赚600万，地支双冲大起大落五百万投资亏损，断后三年的反馈女带伤官福不全，夫亡子亡发千万从财格发财亿万富翁，大运流年生扶溺水亡。女车模不堪回首嫁老富，二柱算命盲派象法乾造：丙午?乙未?丙子?庚寅（空申酉）胎元：丙戌??命宫：丙申大运：丙申9?丁酉?戊戌?己亥?庚子?辛丑?壬寅?癸卯丙子日元生乙未月，伤官当令月上透印，天干乙庚合财来坏印，年上丙午比劫克财，印有救应。地支午未合生，伤官太强，必然盗泄日元，丙在子上一阳初生，弱而喜扶。喜印而时上见寅，格局清纯，寅午半会，比劫分印，终有得失。己亥运己土伤官，被亥中寅木克制，己在亥死绝之地，伤官被制发富。丁亥年，寅亥合，杀印相生，印强制伤官发2亿。年上丙午，比劫克财分印，而印是富贵。癸巳甲午乙未，年上比劫受扶，化印生伤官，每年破财一亿。伤官配印，可以发贵可以发富，为什么这盘无贵？有兴趣的可以留言，有个四五人讨论，我可以讲讲个人看法。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
5,5,6,8,5,5,6,8,2,坤戊辰己未戊辰己未,2,四同八字加八土偏枯，见者有缘。2024年我在群里遇到广州生八土的命造，并且是命主本人反馈，第一次。天元地元全是土，人元虽有变化，很难以传统命理去推断。研究命理的人见到这种八字，当然心喜。群里断了婚姻，反馈对后，我加了微信，进一步验证命理。按大龙盲派秘传象法去推断，命主反馈，基本正确。将反馈整理：命主事业单位，母亡，复读考二本，乙未结婚，戊戌生子，之前流产四胎，19年升职，得一亲弟异母，家里拆迁。身家大几百万。辽宁生的八土造，是易友遇到反馈，不是我个人一手，很难得子，这是今年五月初，我在群里看到。广州生，家境小康，父在母亡，二本自己小康在银行上班。辽宁生，家境温饱，父母双全，大专二本之类，培训机构老师。双方都很难要小孩，广州18年生，辽宁24年生之前偏枯的案例，有兴趣的可以参考：坤：戊辰?己未?戊辰?己未（空戌亥）胎元：己未??命宫：乙卯大运：戊午3?丁巳13?丙辰23?乙卯33?甲寅43?癸丑53?壬子63戊辰日元生己未月，满盘皆土，非常偏枯，用传统的几种命学方法，很难断。我相信多数易友看此造，无从下手之感。胎元是土，命宫是官，可以考虑官的状况。年月日时，官都有气，八字不见一点食伤，只能用官。戊辰己未年月伏吟到日时，戊辰年日，自己长姐。己未月时，己是劫财，是弟，所以断有兄弟。土众成势，比较强势，不见食伤，为人处事缺乏变通。初运南方虽可泄火，也嫌火炎，学习不会好，实际复读二本。看工作，自座财库，戊辰从年伏到日，辰中有财官，年上辰中戊透，断事业单位，反馈是银行。看婚姻，南方运火炎土燥，官之死地，不会有婚姻。一进丙辰运，夫宫在大运现，动婚。辰中乙木透，官现结婚，断乙未，反馈是。四同八字，双方不同主要在家境，家境富财重克母，家境普通，父母双全，原生富自己层次相对高。共同点，土多金埋，双方很难要小孩。对四同八字，有其它观点，欢迎留言讨论。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
9,11,6,10,8,10,3,9,2,坤壬戌己酉辛酉丙申,2,这是在群里看到的盘，禄与比劫成势。传统命理书中讲女命身弱为喜，从阴阳来讲，女为阴，要以柔克刚。古代夫为妻纲，工作基本以男人为主，而现在社会，男女都可以工作，不能以身弱为喜，但是从阴阳角度来看，女人身弱有现实意义，看到好多绿茶没？？？“禄”在八字中代表?临官之位?，象征俸禄财富代表稳定收入与社会资源。我在学习命理时，比肩，劫财，禄见到不知其所以然，后面随着命理提高，慢慢理解。天干日元，在地支临官，是禄，帝旺是劫财。禄是自身的延伸，运用自如。而劫财，那怕亲如兄妹，各有利益不同，不能完全为自己所用。但本质来讲，都会克财。禄多财官轻，命局失衡，反而贫穷。直断学习，层次，结婚流年，克父，离异命，这才是真正的实断，秒杀江湖大师。命主主要信息如下：之前比劫重的案例，有兴趣的可以参考：坤：壬戌?己酉?辛酉?丙申（空子丑）胎元：庚子?命宫：辛亥大运：戊申10?丁未?丙午?乙巳?甲辰?癸卯?壬寅辛酉日元生己酉月，禄元当令月上透印，天干伤官制官，地支三会酉。本身双禄伏吟从月到日很强，再三会财不见，官虚透，命局失衡，格局很低。分居十年未离婚，对双方都是折磨，心理身理失衡，命主自己讲今年办离婚手续。身强体旺，生的食伤，食伤不生财，反制官，可想而知，命主个性很强，除了自己谁也不服。早年行戊申运，枭印夺食，断高中。中年行官运，而命局官立不住，层次温饱。丁未运杀透，运转南方官杀强旺，流年见官杀必然结婚，断丙戌丁亥结婚。南方运官旺，流年体旺，食伤可以制官，丙申年分居。比劫重重必克父，不见财星命也固，大运见财父必亡。乙巳运，财星透，群比夺财，父亡应期。壬寅年财星一落地，父亡。子平术学习需要找到志同道合的易友，一起实战研究。大 龙研究三十余载，欢迎交流学习。
5,7,2,4,10,8,3,5,2,坤戊午乙卯癸未丙辰,2,人永远赚不到认知之外的财富。也永远避不开认知之外的灾祸。这是朋友圈看到的案例，很有感触，分享给各位易友。人生无常，明天来的是什么，不知道，且行且珍惜。很多人大吃大喝，不愿意对自己的未来，做规划而错失机缘。命主七零后生人大本高学历，先后在合资、外资企业任高管，年薪百万级，那时候十万左右就可以买县级城市一套房。后回国创业建厂，财富几千万级。口罩以后，进入庚戌大运，食伤制官格局打破，搞资本运作，败的一塌糊涂，四处欠帐，现在官司缠身。如果少许知些命理，一入这步大运就激流勇退，哪怕佛系躺平，也不至沦落如此田地！人生没有后悔药，一手王炸四个2，最后凄惨收场。人生起落案例：财坏印，五千万大火烧尽伤官配印，一年发2亿三年破财3亿先破财400万再赚600万，地支双冲大起大落五百万投资亏损，断后三年的反馈女带伤官福不全，夫亡子亡发千万从财格发财亿万富翁，大运流年生扶溺水亡。女车模不堪回首嫁老富，二柱算命盲派象法坤造：戊午?乙卯?癸未?丙辰（空申酉）胎元：丙午??命宫：壬戌大运：甲寅6?癸丑?壬子?辛亥?庚戌?己酉?戊申癸未日元生乙卯月，食神当令月上透食，天干戊癸合官，食神克官。地支卯午破，卯辰穿，卯未合，都是制官杀。癸水日元，支无根，不见印。只能顺当令食神，这盘天干见财生官，破格。能从官吗？当令旺气是食神，所以不可能从官。早年行运从东方往北方，食伤得扶，考上本科，外企高管，年薪百万时一套房十来万，一路开挂。46岁行庚戌，乙庚合卯戌合，食神有生财，丙财有根，官杀无制，悖了命局。这是原局中财生官破格的应期，想要挣更多的财，而命局承载不了，开始破财。目前负债官司，皆因不知进退。不知命无以为君子，过于自信不一定是好事。此命食神当令，制杀成功，相当自我。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
7,9,4,12,10,4,10,2,1,乾庚申丁亥癸卯癸丑,2,这是5月13日在群里看到一案例，当时群里大师断了很多，又是旺喜财官之类，关健事情，一件没有。命主想问还能不能成婚，我当时断了过去，反馈特别慢，我没有继续。这盘一看必父早夭，当然在命主面前，不用太直接，流年基本断出来。后面命主反馈后，大师马上一套组合理论马后炮。这是典型江湖大师，马前炮不行，马后炮牛B。“比劫重重必克父，不见财星命也固”这口诀学点命理的都知道，但是使用中的关键点不一定理解。1. ?比劫重重必克父?“比劫”指八字中的?比肩?与?劫财?，同时印星重，“重重”一般指比劫当令或者印当令，如果以数量来看，比劫与印星要占命局4个。从六亲角度看，财代表?父亲，受制严重，父亲健康受损、早逝、关系疏远或经济支持薄弱?等现象。2. ?不见财星命也固?“不见财星”指八字原局中?没有明现的正财或偏财?（即天干不透、地支无藏）。这种情况下，?父亲未必早亡或受克。大运流年父星现时，父应灾。之前比劫重的案例，有兴趣的可以参考：乾造：庚申?丁亥?癸卯?癸丑（空辰巳）胎元：戊寅?命宫：庚辰大运：戊子5?己丑?庚寅?辛卯?壬辰?癸巳癸卯日元生丁亥月，比劫当令月上透财，天干印生比劫，丁财虚透。地支申亥穿，亥中甲木坏。亥卯半会，卯上透癸，座下食神能否生财？当然生不了财。命局金水成局成势，阴阳失衡，非常困难。早年行北方运，己丑运生印而食伤受制，断初中。中年行东方运，但大运透印克食伤，只能技术打工，断温饱。反馈是技校，温饱。命中财星受制产生两个问题，一父夭命。月上丁是父，座亥死地。命局中没有一点生机，亥中甲被太岁克，不用看大运，流年引动必亡。断壬戌，癸亥，反馈是84年，并没有月份，当然可能是癸亥年丑月。财星受制，食神卯又生不了财，什么时候有婚姻？有易友能给解开这个迷？子平术学习需要找到志同道合的易友，一起实战研究。大 龙研究三十余载，欢迎交流学习。
10,8,10,12,4,12,4,8,2,坤癸未癸亥丁亥丁未,2,这位易友，之前被人利用，见我在群里算得准，被人忌妒挑事，将我踢了，后面那群里几个人加我。今天在另一群里，她的八字，我算准很多，与我道歉，说之前冤枉我。易友有先天心脏病，3岁手术，其它太私密的信息，不讨论。命盘杀重，如抱虎而眠。七杀克身如遇虎，指七杀对日主的克制如同人遭遇猛虎，凶险异常。七杀为同性相克之神，其性刚烈、无情，若无制化，极易对日主造成伤害。遇虎有打虎的工具，如食神，印星，羊刃，杀为偏官，可以化杀为权。没有打虎的工具，无制为患——抱虎而眠，伤残，牢狱，早夭。命理学中有句，有杀先论杀。下面有断疾病寿元的案例，可以参考：坤造：癸未?癸亥?丁亥?丁未（空午未）胎元：甲寅??命宫：癸亥大运：甲子10?乙丑?丙寅?丁卯?戊辰?己巳癸未日元生癸亥月，官星当令月上透杀，天干双杀克身，只有时上比劫抗杀。地支双官伏吟，从月到日，四重当令旺水，年时双食包局，克制七杀？当然不可能。好在亥中有甲木伏藏，虽七杀克身凶，凶中有吉有救应。年上癸未，杀克未中丁，丁是心脏，先天心脏病。什么时候可以医治？什么时候可以制杀，什么时候可以手术。丙戌流年，比劫生伤官，土重克水，这年手术。甲子运，甲木透，化杀生身，家境小康。双癸见禄，子未穿，未中的丁根坏，学业不会很好，大专。乙丑运，丑未冲去根，断她精神有抑郁之类，反馈22年23年24年三年有些。乙木透在大运，被丑冲未，乙受伤，化不好杀，精神有抑郁。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
1,11,1,11,6,4,3,3,1,乾甲戌甲戌己卯丙寅,2,这是某站粉丝发的盘，想看下层次。断了学历，工作。未来的事情，未付费不展开讨论。很多易友认识我，从我实断过三关开始，各大群实断，准确率得到很多人认可。这个盘尽管官杀不当令，个人认为官杀重，喜配印。官印相生重点是日主身弱、官星生印星、印星生日主，顺生有情。且印不被财星破坏或刑冲克害?。这是命理中的贵气组合之一，主事业顺遂、名望显达。此盘与印当令有区别，比却当令，不忌财。之前整理的实战案例，有兴趣的可以参考：乾造：甲戌?甲戌?己卯?丙寅（空申酉）胎元：乙丑??命宫：己巳大运：乙亥8?丙子?丁丑?戊寅?己卯?庚辰?辛巳己卯日元生甲戌月，比劫当令月上透官，年上甲伏吟到月，地支寅卯有强根，官虽不当令，但官强。甲己合官，虽戌土当令，卯戌合克，官杀与体是弱平衡。妙在时上丙寅，官印相生，丙印化年月的官，与贵有缘。初运乙亥，丙子北方财地，比劫可制财，格局不破，断研究生，反馈是。工作时行丙子，丁丑运，大运见印，丙子虽是一阳初发，在财地印不旺，但命局官可以生印，印有生机，断吃皇粮，实际是在国企工作。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
8,10,6,12,10,6,8,10,2,坤辛酉己亥癸巳辛酉,2,这是在群里看到的案例，金水一片偏枯混乱，人生会有重大变故。为了提高命理水平与盘感，除了大龙盲派八字打擂群与大龙公众号粉丝群天天实断，其它群看到特殊的盘会参断。我的群太多，看不过来。经常会遇到问我，大龙老师这盘敢不敢断，我只能回答白嫖的不断，付费的可以。?在传统八字命理中：食伤旺对婚姻产生不利，不利夫身休不好，早夭。很多人不知的是，女命比劫克财，一样不利夫。两者有区别，第一种日常生活中会表现出，尖酸刻薄，几乎是负面能量，那个男人受得了。第二者表现出强势，但不会有负面情绪。命主老公接工程，经常应酬打麻将，突然去世。之前比劫重的案例，有兴趣的可以参考：坤造：辛酉?己亥?癸巳?辛酉（空午未）胎元：庚寅??命宫：丁酉大运：庚子10?辛丑?壬寅?癸卯?甲辰?乙巳癸巳日元生己亥月，比劫当令月上透杀，辛酉伏吟从年到时包局，化杀生身。比劫当令见印是为无情，辛酉金鸡独立，人生见两次大悲。座下巳为财，自合财为喜，地支巳亥冲，夫上应凶。问命主老公怎样？断夫亡，甲辰或者己亥，心脑血管。反馈，己亥年夫打麻将突然去世金水一气克财官，巳亥冲，夫宫被克害。第一眼不利夫不利子，当时没看大运，直断甲辰流年，甲己合。反馈不对，我看了大运，壬寅运，寅巳穿坏夫宫，必然在壬寅运，流年己亥与命局己亥伏吟，伏吟伏吟泪淋淋，这年必哭丧。辛酉包局，乙巳运白发人送黑发人，可惜不知道命主是谁，不然可以提醒下，行善积德可以改变。子平术学习需要找到志同道合的易友，一起实战研究。大 龙研究三十余载，欢迎交流学习。
3,3,2,8,4,2,1,5,1,乾丙寅乙未丁丑甲辰,1,杀人者偿命，千古道理。命主16岁杀人，座牢20年出来，可见人生背后有条无形的线，影响着各人轨迹。群里断命主那年入狱，那年出狱，我断出来。命主主要信息如下：家里温饱算穷，初中，自小是问题少年，未婚。02年杀人，04年被判刑，24年出来。按我看这类盘，伤官无制易走极端。伤官是“克官”之星，代表反叛、不守规矩。若大运流年引动，制官时会极端。乾造：丙寅?乙未?丁丑?甲辰（空申酉）胎元：丙戌??命宫：甲午大运：丙申3??丁酉??戊戌己亥庚子辛丑丁丑日元生乙未月，食神当令月上透印，地支三重土食伤混杂泄身太过，丑未冲丑中癸杀被克，无法无天。天干月时印星透出本火喜，制食伤生身，可惜年上丙寅，比劫化印生食伤，格局损坏，埋下灾根。问那年牢狱？那年出来？答：甲申牢狱，甲辰出狱。丁酉运，辰酉合坏印，自己座在财上，为财乱来。壬午年，丁壬合午是禄，午未合，官被制，伤官见官为祸百端，杀人。流年见禄体旺，可以制住官，没有事。甲申年，财重坏印食伤生财，财旺官旺，这年被抓住牢狱。那年能出来？戊戌运伤官泄身只能继续座牢。己亥运寅亥合，官生印，印旺克食伤生身，能够出来，甲辰年印透生身出狱。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
5,1,9,11,7,1,3,11,1,乾戊子壬戌庚子丙戌,1,这是一易友私下与我交流，08年出生的小孩，被母亲抛弃，盘中看枭印夺食，生而不养，食伤代表福气，命主福气被夺、才华受抑、健康受损。枭印旺不见财星克制，容易被母亲抛弃。枭印是凶神，命中逢之要慎重，厉害的会夭命。乾造：戊子?壬戌?庚子?丙戌（空申酉）胎元：乙丑??命宫：己巳大运：癸亥5?甲子?乙丑?丙寅?丁卯?戊辰?己巳庚子日元生壬戌月，枭当令月上透食神，时上丙戌，双戌伏吟，年上透戊，印旺有杀生过重。座下子水伤官，透食在月，食制杀为喜，可惜年上戊土贴身相克，戊在年上，从小命运多舛，格局低下。易友讲了被母抛弃，现在19岁，我想断下流年，验证命理水平。已经19岁，想猜是不可能，只能从原局看。戌土当令伏吟到时，时上丙戌杀印相生，土重年上枭印透，天干壬水食神已经被制，地支双子伏吟有气，流年克了子水伤官是应期，己丑年，子丑合克了伤官，断己丑年。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
6,6,3,3,2,4,2,10,2,坤己巳丙寅乙卯乙酉,2,这是群中看的一个案例，八专日与比劫配伤官，这盘很明显不利夫，所以我断此盘印证所学，特录此例，大家可以参考。乙卯日是八专日之一，乙木坐于卯木禄地，干支一气，木气专旺生在丙寅月，伤官这么强。女命伤官旺克夫。伤官克官要注意，伤官无制，官弱才是不利夫。不见官而伤官生财，财暗生官反而旺夫。之前婚不好的案例，有兴趣的可以参考：坤造：己巳?丙寅?乙卯?乙酉（空子丑）胎元：丁巳??命宫：庚午大运：丁卯4?戊辰?己巳?庚午?辛未?壬申?癸酉乙卯日元生丙寅月，比劫当令月上透伤官，天干伤官生财，但比劫克财。地支寅巳穿，巳中官坏，卯酉冲，杀坏。木火一气制官杀，官杀很难立住。乙卯日八专日，夫宫卯官之胎地，不利夫。断家境温饱，婚不好，二本，技术工作。读书时行戊辰运，喜财财透，可以读大学，但原局财不重，学习不会多好，断二本，反馈是大专。有易友断是发财命，我断是技术工作，温饱。命中喜财，年上己巳，寅巳穿，财被比劫劫财，天干比肩还克财，原局财坏，大运行南方火地，只能泄透，技术工，而不可能发大财。命中官杀被制一路南方运，食伤旺地，加重了官杀的失衡，必然婚姻出问题。实际上38岁还没有婚姻。尽管命主认为自己个性好，但伤官这么旺，肯定很自我，性格强势。子平术学习需要找到志同道合的易友，一起实战研究。大 龙研究三十余载，欢迎交流学习。
6,4,3,1,5,11,8,10,2,坤己卯丙子戊戌辛酉,1,感谢江淳峰老师带来的一手案例，江老师命理六爻双修，融会贯通，水平很高。这是命主找江老师测算，算得很好，为保护命主，隐藏与命主有关的信息。反馈如下：命主是同性恋，她和91年女孩在一起，没有结婚。91年女孩被90年女孩抢去了，命主今年上个月为情服毒自杀，被抢救过来了。目前双方父母，都支持她和91年女孩在一起过一生。同性恋古称断袖、龙阳，现称拉拉、gay。对同性产生情感、爱情或性的吸引同性恋命理特征：1.大多数同性、双性的八字特征都是食伤出现了问题，要么是被穿要么是被制，因食伤所代表的思想出了问题。2.是八字阴阳失衡，阴重或阳重3.财官受制太过，对男人或者女人没有兴趣，反而对同性产生别类的感情。坤造：己卯?丙子?戊戌?辛酉（空辰巳）胎元：戊辰??命宫：癸酉大运：丁丑9?戊寅?己卯?庚辰?辛巳?壬午?癸未?戊戌日元生丙子月，财当令月上透印，时上辛酉，伤官生财，财强旺。月上透枭印为喜，丙座子死地，丙辛合印虚透，自身难保，生不了命主。地支酉戌穿坏印库，格局混乱，层次不高。这个题发出来，没问任何问题，所以看到题，我分析了命盘最大的问题，断出要见生死。卯戌合是合官，合在夫宫，年上己卯，己土比劫助身，官克比劫，官没起到好的作用。子财生官，卯戌合，又来克比劫，时上辛酉伤官克官，整个命局，卯起了坏的作用，伤官是命主的思想代表叛逆，激进，另类，最终产生另类的感情，同性恋。戊寅运丙为长生，命中伤官制官，戊寅运官杀旺生印，丙旺合克辛伤官，坏了伤官悖了命局损寿元，断见生死。子平术学习需要找到志同道合的易友，一起实战研究。大龙研究三十余载，欢迎交流学习。
